id,headline,subheading,body
uk-england-cambridgeshire-36889869,"Wyton road crash: Lorry driver opened text before fatal crash, court hears","A lorry driver opened a text message seconds before he is accused of causing a crash in which an off duty police officer died, a court has heard.","Danny Warby, 28, of King's Lynn, denies causing the death of Det Con Sharon Garrett, 48, by dangerous driving. The five-vehicle collision took place on the A141 near Wyton, Cambridgeshire, in June 2014, Peterborough Crown Court heard. Mother-of-two Mrs Garrett joined Cambridgeshire Police in 1991. Helen Guest, for the prosecution, said Mr Warby, of School Road, Runcton Holme, was driving the 13.6-tonne light goods vehicle along the A141 in Cambridgeshire when he opened a text message on his phone. The court heard his vehicle crossed the white line in the centre of the road and clipped an oncoming lorry, showering two cars in debris, before crashing into a Renault Clio which was also in the oncoming line of traffic. The Clio was driven by Mrs Garrett, who was on her way home from work. She was pronounced dead at the scene. Ms Guest said Mr W"
uk-politics-56823344,Leo Docherty: Minister pledges 'protection' for Troubles veterans,"The new veterans minister has pledged legislation ""soon"" to protect British troops who served during the Troubles from unfounded prosecutions.","Leo Docherty, who took up the role on Wednesday, said ministers would give ex-soldiers who served in Northern Ireland the ""protection"" they deserved. His predecessor in the role, Johnny Mercer, quit on Tuesday in protest at their treatment by the government. He was unhappy at their exclusion from a bill debated by MPs on Wednesday. The government says the Overseas Operations Bill will protect soldiers from ""vexatious claims"" for alleged historical offences in conflicts overseas. Mr Mercer said he had been ""forced"" to resign because the government had failed to deliver on promises for a similar law covering Northern Ireland. He said the government had ""abandoned people in a way I simply cannot reconcile"" in allowing ""endless investigations"" into historic killings to continue. On Wednesday, the PM's official spokesman said details of the new legislation would be announced ""in the coming weeks"". ""There is more to be done on the issue of the Northern Ireland legacy and we are committed to making progress on this as quickly as possible,"" he added. ""We are engaging with Northern Ireland parties and the community in Northern Ireland, including victims' groups as well as the Irish government, on the way forward."" Armed Forces Minister James Heappey told the BBC on Wednesday the conflict in Northern Ireland ""needs to be dealt with separately"". ""It was an internal UK counter terrorism operation, not an overseas war like Afghanistan or Iraq, so it was always going to require its own piece of legislation,"" he added. Six former soldiers who served in Northern Ireland during the Troubles are c"
uk-england-london-33966632,Battle of Britain: Flypast for 75th anniversary of 'Hardest Day',"Aircraft including 18 Spitfires and six Hurricanes have flown over south-east England to mark 75 years since the Battle of Britain's ""Hardest Day"".","The event recalled 18 August 1940, when Bromley's Biggin Hill and other South East military bases came under attack from the German Luftwaffe. It became known as the ""hardest day"" as both sides recorded their greatest loss of aircraft during the battle. The Battle of Britain lasted throughout the summer of 1940. It was the first major campaign fought entirely in the air. BBC reporter Clark Ainsworth at Biggin Hill What a sight. Watching those iconic World War Two aircraft take to the skies above Biggin Hill was something to behold. Spectators gasped as they then circled the airfield in formation. The roar of the Merlin engines and the grace with which the Hurricane and especially the Spitfires, climb, bank, dive and weave through the air is a joy to behold. All the aircraft have now landed with spectators invited to see them up close and take pictures. And although they are beautiful to look at on the ground, it is in the sky where they truly shine. The Hardest Day commemorations in pictures The Luftwaffe flew 850 sorties, involving 2,200 aircrew, while the RAF resisted with 927 sorties, involving 600 aircrew. The RAF and German Air Force lost 136 aircraft in one day. The spec"
technology-21322183,"Google searches expose racial bias, says study of names","A study of Google searches has found ""significant discrimination"" in advert results depending on the perceived race of names searched for.","Harvard professor Latanya Sweeney said names typically associated with black people were more likely to produce ads related to criminal activity. In her paper, Prof Sweeney suggested that Google searches may expose ""racial bias in society"". Google has said it ""does not conduct any racial profiling"". In a statement to the BBC, the company said: ""We also have an 'anti' and violence policy which states that we will not allow ads that advocate against an organisation, person or group of people."" When placing ads with Google, companies are able to specify which keywords they would like to target. ""It is up to individual advertisers to decide which keywords they want to choose to trigger their ads,"" the search giant said. Arrested? The study analysed the type of advertisements that appeared on Google when certain names were searched for. It looked at Google.com's core search engine, as well as the search function of Reuters.com - which also displays Google's advertising. Prof Sweeney's investigation suggests that names linked with black people - as defined by a previous study into racial discrimination in the workplace - were 25% more likely to have results that prompted the searcher to click on a link to search criminal record history. She found that names like Leroy, Kareem and Keisha would yield advertisements that read ""Arrested?"", with a link to a website which could perform criminal record checks. Searches for names such as Brad, Luke and K"
newsbeat-47482317,Radio 1 LOL-a-thon for Comic Relief was 'best thing we've done',"""I really do think it's one of the best things we've ever done,"" Chris Stark tells Newsbeat as he and Scott Mills finish a 27-hour broadcast on Radio 1.","During their Lol-a-thon, the DJs told hundreds of jokes from listeners and raised £324,931 for Comic Relief. They planned to do 24 hours but were spurred on by support from the audience. Chris adds: ""There's a big trust there, a special bond between us and the people listening."" Ricky Gervais, David Beckham and Claudia Winkleman were among the ""revolving door of guests"" who appeared during the marathon show. But for Chris the stand out moment was a moment inspired by the listeners. ""There was a knock knock joke from a little lad called Edward. ""We super-sized it by going to do a knock, knock joke on the most famous door in the country. Number 10 Downing Street."" The presenters say that the level of listener engagement went far beyond the gags. ""Amongst the jokes and the silly stuff there were some amazing conversations happening,"" explains Chris. ""Obviously raising that amount is so special and we're so proud of everyone who did that. ""But there were times, amongst all the silly things we got to do, some amazing conversations were happening."" ""This was about jokes but doing s"
uk-england-shropshire-37661270,Ludlow Hospital maternity services suspended,Maternity services have been suspended at a hospital because of concerns about the condition of the building they are housed in.,"The trust that runs Ludlow Community Hospital in Shropshire said the decision ""had not been taken lightly"". Expectant mothers have been contacted and ""alternative arrangements put in place"", a statement said. Bosses are now looking for an alternative location nearby to house antenatal services. Shrewsbury and Telford Hospital Trust chief executive Simon Wight has apologised for any disruption caused. ""The decision to temporaril"
uk-england-london-19798173,Mark Duggan death: Kevin Hutchinson-Foster 'lied about gun',"A man on trial for supplying a gun to Mark Duggan the day the 29-year-old was shot by police said he tried to ""distance"" himself from the shooting.","Kevin Hutchinson-Foster, 30, said he ""lied"" to police about handling the gun in the week before the shooting for fear of being thought of as a ""snitch"". He denies giving Mr Duggan an illegal handgun on 4 August last year. Snaresbrook Crown Court heard he had borrowed a gun for a day, but returned it a week before Mr Duggan was shot. Mr Duggan's death sparked riots in Tottenham, which led to disorder in a number of English cities and towns. Mr Hutchinson-Foster denies selling or transferring a prohibited firearm to Mr Duggan between 28 July and 5 August 2011. Barber 'pistol-whipped' Giving evidence, he said he lied to police when they asked him whether he had handled the gun in the week before Mr Duggan's death because he did not want anyone to think ""I had something to do with Mark dying"". He had used the gun to pistol-whip a barber in a hair salon in Hackney on 29 July and the blood of both men was found on the weapon, the court heard. He said he borrowed the gun ""for show"" in the confrontation with the barber, but returned it later that day. Mr Hutchinson-Foster also said he lied when he told police Mr Duggan had been part of a group of men that beat him with a gun a week earlier. Prosecutor Edward Brown QC, suggested this was an ""invented attack"" to account for the fact that his blood was found on the handgun which police found after Mr Duggan was shot. The barrister said: ""You have tried to fit your lies through the evidence as it developed."" To which Mr Hutchinson-Foster replied: ""The event did happen."" He said he had been in"
uk-wales-33627410,Owners told to clean up mess in 'dog walking code',Dog owners are being told to clean up after their pets when out walking as part of a new code of conduct.,"Natural Resources Wales (NRW) has released a 'dog walking code' to ensure owners show respect and consideration for the countryside and other people. It includes keeping dogs under control, bagging and throwing away dog poo and not letting dogs chase wildlife. Rhian Jardine of NRW said they hope dog owners will show ""respect and sensitivity"" towards places and people. NRW says it has developed the new code in partnership with organisations such as the Kennel Club,"
uk-england-oxfordshire-56278928,'You can do it' B&Q lorry gets stuck under bridge,"A lorry bearing the words ""you can do it"" has got wedged under a railway bridge.","The orange B&Q lorry struck the bridge over the A41 at Blackthorn, near Bicester, Oxfordshire, at about 08:30 GMT. Damian Tarnowski, who was on his way to work, had been a few cars behind when it got stuck. He said the driver was ""trying to reverse with no luck as his wheels were just spinning"". B&Q and Network Rail have been approached for comment. Mr Tarnowski added: ""I pulled over to phone emergency services as they had to stop trains coming due to possible structural damage."" Travel writ"
world-europe-24825002,EU restarts talks with Turkey after three years,The European Union has opened a new round of talks with Turkey on the country's 26-year-old application to become a member.,"Negotiations had been suspended for nearly three-and-a-half years. A recent EU report criticised the police in Turkey for using excessive force during mass protests in June. But the EU Commissioner for Enlargement, Stefan Fuele, said such events only underlined the importance of Turkey's engagement with Brussels. A spokesman for the Turkish government called the latest talks a ""real turning-point"" in relations. Turkey signed an association agreement with the EU (then the European Economic Community) back in 1963. Over the years negotiations have stalled over a range of issues, including concern over freedom of speech and democracy, treatment of religious minorities, judicial reform, and ongoing tensions with Cyprus, an existing EU member. Some EU politicians worry that such a large, mainly Muslim country would change the whole character of the EU, while others point to the young labour force that Turkey could provide for an ageing Europe. 'EU benchmark' "
uk-england-bristol-14165664,Council reverse decision to close Culverhay School in Bath,Councillors have reversed their decision to close an all-boys school in Bath.,"Culverhay School, which is about half full, had been due to close at the end of the academic year. Bath and North East Somerset councillors had voted to recommend the closure of Culverhay School in July. But following a review by the council's scrutiny panel and a full council meeting on Thursday, councillors have voted to keep the school open. Cou"
uk-48394001,Students 'may have been unfairly deported' over English test cheat claims,"Foreign students may have been unfairly deported from the UK after being falsely accused of cheating in English language tests, a report has warned.","The government withdrew 30,000 visas from non-EU citizens after it emerged students were having other people sit their tests for them. The National Audit Office concluded cheating had been ""large scale"", but innocent people may have been deported. Thousands accused of cheating had since won leave to remain, it also said. The Home Office said the NAO's report highlighted ""the scale and organised nature of the abuse"", adding that 25 people had received criminal convictions for their role in the scandal. In 2014, BBC Panorama broadcast footage showing organised cheating in two English language test centres run by third parties for the non-profit organisation Educational Testing Service (ETS). The service used voice recognition technology to try to find out who had cheated by having someone else sit their test. ETS classified 97% of UK tests taken between 2011 and 2014 as suspicious, 58% as invalid, and 39% as questionable. In the wake of the findings, the Home Office shut down colleges, excluded students and cancelled visas. The head of the NAO, Sir Amyas Morse, said the Home Office ""should have taken an equally vigorous approach to protecting those who did not cheat but who were still caught up in the process, however small a proportion they might be"". ""This did not "
uk-scotland-south-scotland-47089944,Potholes risk deflating Borders cycling tourism,"The state of the roads in the Scottish Borders could damage the region's cycling tourism credentials, it has been claimed.","Galashiels and district councillor Harry Scott said one official cycle route was in ""serious disrepair"". He said the B709 from Heriot to Innerleithen was hazardous not only for cars but particularly for cyclists. However, he was told the route was inspected every two months in line with Scottish Borders Council's policy. Mr Scott flagged up the B709 - one of Britain's longest B roads - as being at the ""heart of Borders cycling"" in the Innerleithen and Peebles areas. He said he was not looking for a ""quick fix"" in the current financial climate but simply that the road was not forgotten. Mr Scott told a full council meeting: ""The B709 Heriot to Innerleithen road is listed as an official Borders cycle route with the aim of attracting touring cyclists to enjoy the scenery and spend money in the Borders. ""Several sections of the road, particularly towards Innerleithen, are presently in a state of serious disrepair, and hazardou"
uk-northern-ireland-foyle-west-51688900,Londonderry: Teenagers arrested over disability centre arson attack,Two teenage boys aged 15 and 13 have been arrested following an arson attack at a disability centre in Londonderry.,"Two fires were reported at the premises, one under a set of stairs and one in the kitchen, at about 07:10 GMT on Saturday. The teenagers have been arrested on suspicion of arson and two counts of burglary. Sergeant Michael Hughes said the incident was being treated as ""deliberate ignition"". Police said entry was gained to the North West Learning Disability Centre, with a sum of money believed to have been taken from a till. The teenagers have also been arrested in relation to a burglary at a fast food outlet between 05:10 and 05:25 GMT on Saturday. Dermot O'Hara, chief executive of Destined, the charity which runs the centre and employs adults with learning disabilities, said it could take ""six to nine months for us to get back in action"". ""[They] pulled out water pipes and flooded the place and then set a number of fires to try and burn the building down a"
uk-wales-south-west-wales-43839488,Stena plans three-month closure of Fishguard ferry terminal,"Fishguard's ferry terminal could close for up to three months according to the operator, Stena Line.","The temporary closure would allow for the replacement of the mechanised bridge that links the ferries to the dock in a £5m project. It is understood that the most likely period is from February next year. Stena Line said it was ""committed to examining the possibilities of investing in key elements of the port infrastructure"". The company is looking at replacing the current Linkspan provision, the key ship-to-shore connection that allows vehicles to board and disembark at different tide heights. Stena has lodged "
world-asia-44358680,Swimmer Ben Lecomte begins record Pacific crossing attempt,A French swimmer has set off from Japan aiming to become the first person to swim across the Pacific Ocean.,"Ben Lecomte, 51, will swim for eight hours a day for more than six months as he heads towards the US west coast. He faces dangers including sharks, storms, swarms of jellyfish, and extremely low water temperatures. He is hoping to raise awareness for climate change, and a team of scientists will conduct research during the 5,500 mile (9,000 km) swim. They will study plastic debris, the effect of extreme exercise on the heart and examine how the Fukushima nuclear disaster has affected the ocean. Mr Lecomte, who lives in the US, has been preparing with hours of open water swimming every day. He has also practised ""visualisation and dissociation"" exercises to ensure he is mentally ready. ""The mental part is much more important than the physical,"" he told AFP news agency. ""You have to make sure you always think about something positive."" ""When you don't have anything to occupy your mind it goes into kind of a spiral, and that's when trouble starts,"" he says. Preparations for the trip have taken more than six years, but Mr Lecomte has been targeting the challeng"
uk-england-birmingham-30696973,LG Arena renamed Genting Arena as part of deal,One of the Birmingham arenas that is the subject of a council sell-off has been renamed in a new sponsorship deal.,"The LG Arena - part of the NEC Group - has been renamed the Genting Arena. The NEC Group is being sold because the council faces a £1.1bn bill. The council said it ""could not confirm"" whether Genting is its preferred buyer for the group, which also includes the National Exhibition Centre, the International Convention Centre and the National Indoor Arena. 'Shopping and entertainment' Birmingham City Council had originally hoped the sale would be completed by the end of 2014 but said an announcement was now expected this year. It faces a bill for a backlog in pay settlements which have been agreed with thousands of employees who,"
world-asia-42178873,What North Korean Hwasong-15 missile launch pictures tell us,North Korea has released pictures and videos of its controversial launch of a new missile which it claims can hit anywhere in the mainland United States.,"The images feature North Korean leader Kim Jong-un and several high-ranking military officials celebrating as the Hwasong-15 takes off. This is what we have learnt. The rocket is enormous Many observers have been struck by the missile's vast size - this undated picture released by state media of Mr Kim dwarfed by the rocket he is inspecting gives an idea of its scale. Michael Duitsman, a research associate at the Centre for Nonproliferation Studies, noted that the missile was much bigger than its previous iteration the Hwasong-14, and added: ""Only a few countries can produce missiles of this size, and North Korea just joined the club."" Some have also noted that the rocket appears to have more sophisticated steering and thrusters. The ""new, more capable missile"" seems to have a more powerful propulsion system with two main engines and looks like it can carry more than twice as much propellant, David Wright of the Union of Concerned Scientists told Reuters news agency. It also has a larger and blunter nose cone, which could mean it can carry a ""super-large heavy"" nuclear warhead on its tip, as Pyongyang claims. All this means that the missile appears capable of transporting a nuclear warhead for a long distance and possibly surviving atmospheric re-entry. North Korea claims that the Hwasong-15 is a viable intercontinental ballistic missil"
uk-wales-46453692,Caerphilly council pay row costs to exceed £4m by 2019,"A long-running dispute over pay rises for senior officers at Caerphilly council will have cost more than £4m by next year, a report has said.","Members will be asked to set aside an extra £242,000 to pay for an ongoing investigation and the salary of former chief executive Anthony O'Sullivan. He was suspended on full pay in 2013 amid allegations of misconduct, but the charges were dropped before trial. Council leader David Poole said the ongoing issue was ""hugely frustrating"". Mr O'Sullivan was suspended, along with his deputy Nigel Barnett and the head of legal services Daniel Perkins, after the Wales Audit Office declared their pay rises were unlawful. It had been claimed they had agreed to give themselves a 20% increase when most other council staff faced pay freezes. Criminal charges against the three men were dropped in 2015, and Mr Barnett and Mr Perkins left their jobs in October last year with compensation payouts between them of nearly £300,000. But Mr O'Sullivan has yet to reach agreement with the council and remains on special leave. The head of the investigation estimated the matter would not be resolved until March at the earliest,"
world-europe-54686284,Nagorno-Karabakh conflict: US-brokered ceasefire frays soon after starting,"Armenia and Azerbaijan have accused each other of violating the latest ceasefire over the disputed territory of Nagorno-Karabakh, minutes after it came into effect on Monday.","The US-brokered ceasefire had been announced in Washington on Sunday. Two other ceasefires agreed earlier this month over the conflict were broken almost immediately. Fighting erupted on 27 September around the mountainous enclave. The conflict has intensified again in recent days. The ""humanitarian ceasefire"" was announced on Sunday in a joint statement released by the US, Armenian and Azerbaijani governments. It came into effect at 08:00 local time (04:00 GMT) on Monday. The announcement followed discussions between US Deputy Secretary of State Stephen Biegun, Armenian Foreign Minister Zohrab Mnatsakanyan and his Azerbaijani counterpart Jeyhun Bayramov. The US state department said agreement was reached following intense negotiations. US President Donald Trump tweeted on Sunday to congratulate those involved. However, within minutes of the ceasefire coming into effect, Azerbaijan accused Armenian forces of shelling the town of Terter and nearby villages in ""gross violation"" of the agreement. Armenia's defence ministry said Azerbaijani artillery had fired on military positions in various parts of the front line after the ceasefire agreement had begun. In a post on Facebook, Armenian Prime Minister Nikol Pashinyan insisted his country ""continues to strictly adhere to the ceasefire regime"". Hikmet Hajiyev, a spokesman for the Azerbaijani president, said Armenia was trying to ""preserve the status quo based on occupation"", adding: ""The Azerbaijani side is exercising restraint."" Refugees watch and hope as fighting rages At the scene: Olga Ivshina, BBC News, Barda, Azerbaijan Schools in the town of Barda are crowded but there are no lessons here. Schoolchildren are staying home because of the coronavirus outbreak and their classrooms are now occupied by "
world-latin-america-50587028,Colombians turn out in memory of dead protester Dilan Cruz,"Tens of thousands of people have taken to the streets of the Colombian capital, Bogotá, in memory of a teenage protester who died on Monday.","Dilan Cruz was hit by a projectile fired by riot police during an anti-government protest on Saturday. His death has caused outrage and further fanned anger at the government of President Iván Duque. The president has been meeting protest leaders this week to attempt to put an end to the disruption. Many of the protesters denounced the Esmad, the riot police squad which fired the projectile which hit Mr Cruz. Others said the Colombian state was ""a killer"" because of what happened to the 18-year-old student. The protests started a week ago when trade unions and student groups convened a march attended by a quarter of a million people. Their demands are wide-ranging and include calls for the government to drop a proposed tax reform and a thorough implementation of the peace agreement signed with left-wing Farc rebels in 2016. Since the death of Mr Cruz, protesters have added the demand for the dissolution of the riot police force Esmad to their demands. The protest was not co"
uk-politics-24901566,"Openness needed on Whitehall deals, says watchdog","Ministers must ensure openness over the performance of private contractors or face a ""crisis of confidence"", the National Audit Office has warned.","Firms such as Serco, Capita, G4S and Atos were being paid hundreds of millions of pounds each year, it said. But the spending watchdog called for more punishments - such as fines and exclusions from future contracts - where ""problems"" were reported. The government said it was working to create better value for money. The National Audit Office (NAO) has published two reports looking at major public service contracts. It said Serco's were worth £1.8bn, including £611m with the Ministry of Defence and £382m with local government. Capita's totalled £1.08bn, while those for G4S and Atos were £718m and £683m respectively. 'Political fallout' The NAO said the Cabinet Office, which oversees much of central government, often lacked ""commercial experience and expertise below senior levels"", and information on its 40 strategic suppliers was ""inconsistent and incomplete"". The public sector profit margins for Serco appeared to be between 0% and 9%, between 1% and 10% for Capita, and between 3% and 22% for Atos. G4S made an overall loss on some of its public sector contracts last year, giving an overall return ranging from -8% to 16%. The reports mentioned continuing investigations into issues with contractors, including the Ministry of Justice looking at the way G4S and Serco had billed it for electronic tag monitoring. The NAO said: ""Transparency is needed to ensure that no-one within the contractor can hide problems and that it is in the contractors' commercial interest to focus on their client's (the government's) needs."" Companies would ""likely concentrate on maintaining shareholder value"", it said, adding: ""Government needs to ensure that it is in the contractors' financial interests to focus their control environment more widely on meeting the standards expected of public service. ""This involves using contractual entitlements to information, a"
world-latin-america-44382478,Guatemala volcano aftermath - in pictures,"The Fuego volcano, about 40km (25 miles) south-west of Guatemala's capital, erupted on 3 June, killing at least 75 people with 192 still missing.","Emergency services are working to find survivors after a searing cloud of debris hit El Rodeo and other towns on the volcano's slopes. Work was disrupted on Tuesday when a new eruption sent hot gas and molten rock streaming down its south side. It is Guatemala's deadliest volcanic eruption for more than a century. Many people have been displaced by the eruption. The funeral of Juan Fernando Galindo, a member of the National Coordinator for Disasters Reduction (Conred) was held on Tuesday. Locals and famil"
uk-england-birmingham-55145509,Birmingham woman denies terrorist videos charges,A woman accused of sending Islamic State videos to an undercover police officer has appeared in court.,"Aaminah Amatullah faces two charges of disseminating terrorist publications in September last year. The 38-year-old, of Livingstone Road in Handsworth, Birmingham, pleaded not guilty to both at Westminster Magistrates Court. She is set to appear next at the Old Bailey on December 18. The charges relate to two videos allegedly sent to an online contact, whom she"
uk-england-south-yorkshire-42739232,Funeral held for crash death officer PC Dave Fields,A funeral has been held for a police officer who was killed in a car crash in Sheffield.,"PC Dave Fields was responding to an incident in a marked patrol vehicle when it collided with a Citroen C3 on Christmas Day. Lorraine Stephenson, 61, a passenger in the Citroen, also died in the crash. South Yorkshire Police Chief Constable Stephen Watson described PC Fields as an ""exceptional officer"" and said the force was ""devastated by his death"". ""He died in tragic circumstances, which are amplified by the fact that he leaves a wife and two young children,"" said Mr Watson. The service was held at the Grenoside Crematorium near Sheffield. PC Fields' dog Bertie was walked by an officer in the funeral procession, along with police motorc"
uk-politics-12657524,David Cameron says enterprise is only hope for growth,"With no money left in the government coffers, the ""only strategy"" for growth is to get behind Britain's entrepreneurs, David Cameron has said.","By Brian WheelerPolitical reporter, BBC News In a speech to his party's spring conference, the PM declared war on the ""enemies of enterprise"" - and said he was on the side of ""go-getters"". And he vowed 23 March's Budget would be the ""most pro-growth this country has seen for a generation"". But Labour accused Mr Cameron of ""warm words but no action"". Chancellor George Osborne has already told the Tory conference in Cardiff that his Budget will be ""unashamedly pro-growth"" and will include 10 new enterprise zones to boost some of the most deprived areas of England. 'Spark of initiative' Mr Cameron used his speech to reinforce his pro-growth message, and to promise a ""fundamental rebalancing of our economy"" with ""less debt, more saving; less borrowing, more investment; less dependence on financial services, more new industries, exports and trade"". With interest rates at a record low, and no money to spare, the prime minister said he wanted to champion the growth and ingenuity of the British people. He said: ""The spark of initiative. The courage to make your dream happen. The hard work to see it through. ""There's only one strategy for growth we can have now and that is rolling up our sleeves and doing everything possible to make it easier for businesses to grow, to invest, to take people on. ""Back small firms. Boost enterprise. Be on the side of everyone in this country who wants to create jobs, and wealth and opportunity."" 'Social good' On a practical level, Mr Cameron promised to open up government procurement processes to more small businesses. ""I can announce today that we are taking on the enemies of enterprise. ""The bureaucrats in government departments who concoct those ridiculous rules and regulations that make life impossible for small firms. ""The town hall officials who take forever to make those planning decisions that can be make or break for a business - and the investme"
uk-scotland-south-scotland-43794953,Walter Scott Prize shortlist revealed,"The six-book shortlist for the £25,000 Walter Scott Prize for historical fiction has been revealed.","Jennifer Egan, Jane Harris, Paul Lynch, Patrick McGrath, Rachel Malik and Benjamin Myers are in the running for the award this year. Judges said it had been a ""real treat"" to explore the different periods of history the books covered. The overall winner will be announced at the Borders Book Festival in Melrose on 16 June. The six books on the sh"
technology-49880018,"Brits' internet use peaks at 21:00 on Wednesdays, ONS says","Peak time for being on the internet in Britain is 21:00 on Wednesdays, the Office for National Statistics (ONS) suggests.","By contrast 04:45 on weekdays is the quietest time, it says. The ONS has started analysing internet traffic volume for the first time, using publicly available data from one of Britain's largest internet exchanges. However, it acknowledges the early results are not conclusive. One expert told the BBC the data used had a significant limitation because it was unlikely to have included box-set streaming. Spotting trends The study made use of data from the London Internet Exchange (Linx), which connects internet service providers and content delivery networks. It operates exchanges in London, Edinburgh, Cardiff and Manchester, but some of the data was extrapolated from the London area alone. Andrew Ferguson from the news website ThinkBroadband told the BBC that while the study had merit, often online box-set viewing will not be included in Linx data as this is delivered in a different way. ""This is not the full story but when combined with other data can reveal trends, rather than absolute figures,"" he said. "
uk-england-hampshire-34925841,Spending Review: Ordnance Survey 'private investment' plan,"The future ownership of Ordnance Survey, the government mapping agency, is in doubt following the chancellor's Spending Review.","The government wants to ""develop options to bring private capital into the Ordnance Survey before 2020"". The agency forms part of the Treasury's plans to generate £5bn through ""corporate and financial asset sales"". It has not been revealed whether the plan could involve a share offer or another means of investment. Ordnance Survey (OS), which changed from being a government department to a government-owned company (GovCo) in April, employs 1,200 people at its Southampton headquarters. Air traffic control A company spokesman said: ""The decision to explore options of private capital investment into OS has been taken by government. ""Ordnance Survey will work with the shareholder executive to ensure continued success in Great Britain and long-term growth of the organisation."" The company said the announcement would not have any impact on staff and any future changes would involve full staff engagement. Up to £4.6bn of assets have been identified through the Spending Review. The government will also ""explore the sale"" of its 49% shareholding in NATS - the national air traffic control service, which is based in Hampshire. NATS became a Public Private Partnership (PPP) in 2001 and is now 42% owned by a consortium of airli"
uk-england-cambridgeshire-48512187,Binmen to trial high-visibility shorts in Cambridgeshire,"Refuse collectors will be showing off their legs this summer, trialling high-visibility shorts for the first time across parts of Cambridgeshire.","Several councils are to allow their workers to wear the new uniform after staff requested cooler clothing following last summer's heatwave. The trial has been agreed after ""extensive preparation"" and assessment of the risk of bare legs being cut on broken glass, one council said. A few UK councils already allow shorts. Refuse loaders from South Cambridgeshire, Cambridge City and Huntingdonshire councils donned their shorts for the first time on Monday and will be allowed to wear the knee-length attire until October. Crew member Gordon Cullum said working in last summer's high temperatures had proved ""very challenging"". ""This has definitely lifted our spirits - it's already feeling a lot cooler for us when we're wearing shorts rather than trousers,"" he said. 'Risk of shorts' Rosy Moore, Cambridge City Council's executive councillor for climate change, environment and city centre, said: ""The Greater Cambridge shared waste service has more than"
uk-wales-55393559,Gareth Bale-backed Christmas hampers to be delivered,A thousand hampers are being delivered to help support families this Christmas in a campaign backed by sports stars including Gareth Bale.,"Tottenham and Wales winger Bale made a £15,000 donation to the ""Everyone Deserves a Christmas 2020"" campaign in the Swansea Bay area. Ospreys rugby players and Swansea City footballers are among the 100 people who also volunteered to help. Swansea East MP Carolyn Harris said she was ""overwhelmed"" by the donations. Food and essential items have been donated in the hampers, which will be sent across the area, while Swansea council and bus companies have donated vans and buses to help deliveries. Ex-Swansea City forward Lee Trundle will be handing out signed shirts on the doorsteps, while ex-Wales centre James Hook is signing copies of his children's book for some of the hampers, which are being packed in Swansea's Mecca Bingo. Cherrie Bija from the charity Faith in Families said: ""We've "
uk-england-bristol-48842088,Centuries-old building found in Bristol mansion grounds,The remains of a building dating back 400 years have been uncovered during an archaeological dig in the grounds of a mansion house.,"Archaeologists decided to excavate the front lawn at Ashton Court mansion in Bristol after parch marks appeared during the dry summer last year. ""Well-preserved substantial walls"" which have been uncovered are thought to be an old stable block depicted on historical maps and engravings. The dig continues until 18 July. Lead archaeologist Tony Roberts said: ""The walls uncovered so far are some of the best preserved that I have witnessed in a number of years excavating."" He said an ""older, hitherto unknown building"" could be ben"
uk-england-cumbria-47073731,Bluebird's proposed 2019 Coniston return called off,"Donald Campbell's record-breaking Bluebird will not be returning to the Lake District this summer, it has been announced.","The craft crashed on Coniston Water in 1967, killing pilot Campbell. The Bluebird Event Working Group had planned for the rebuilt hydroplane to run on the lake between 19 and 28 July. However, the group has now said it will not go ahead with the proposed dates ""due to unforeseen circumstances"". It has declined to comment further. The separate Bluebird Project Team, set up to restore the craft, said it and the Lake District National Park Authority (LDNPA) had tried to seek clarification from the group but had ""met with no response whatsoever"". ""Several attempts"" had been made to speak to the group but ""without result"", the project team said. The working group was required to submit a public event plan to the LDNPA. But a LDNPA spokeswoman said: ""Whilst we have been in ongoing discussions and have continued to offer support, we can confirm that we have not received a complete a"
10418681,Newquay pins hope on alcohol rules for exam teenagers,New rules introduced in the Cornish resort of Newquay after the deaths of two teenagers in 2009 face their first real test.,"By Jonathan MorrisBBC News, Plymouth Over the next few weeks thousands of teenagers are expected to make their annual pilgrimage to Newquay, intending to celebrate after exams. For Tracy Earnshaw, who lives a stone's thrown from pubs and bars in the town, their fun has been her nightmare. ""It's quite demoralising knowing we are going to get night after night of broken sleep. ""We will get wing mirrors ripped off cars, cars will get keyed, they will run over the bonnets and roofs of cars."" Door kicked in She said years of rowdiness had been ""destroying"" for and her family. ""It's petty crime, but it just goes on and on. ""I've had my front door kicked in, a brick thrown through my window and I've been flashed at. ""You do wonder what it'll be next."" Newquay has been known as a party venue for years, with about 30 bars and clubs in the town centre. But the deaths of teenagers Paddy Higgins and Andrew Curwell in the space of nine days last summer led to some sober thinking. Both had fallen from cliffs after going to Newquay to celebrate the end of exams. Paddy had reportedly been served sambuca liqueur in a restaurant before his death. But how to curb the antics of thousands of teenagers hell-bent on having a good time? After a demonstration by local people calling for change, police, the local authority, pub and club owners and campsites came up with Newquay Safe. Youth workers at campsites are on hand to offer advice to teenagers who are transported to and from the town by a special bus service so they can attend venues which offer alcohol-free events. Licensed premises have also agreed not to sell alcohol to anyone who looks under 18 without a passport or driving licen"
