id,headline,subheading,body
uk-scotland-south-scotland-43794953,Walter Scott Prize shortlist revealed,"The six-book shortlist for the £25,000 Walter Scott Prize for historical fiction has been revealed.","Jennifer Egan, Jane Harris, Paul Lynch, Patrick McGrath, Rachel Malik and Benjamin Myers are in the running for the award this year. Judges said it had been a ""real treat"" to explore the different periods of history the books covered. The overall winner will be announced at the Borders Book Festival in Melrose on 16 June. The six books on the shortlist are: The judges said: ""This year's shortlist encompasses the rural and the urban, the exotic and the everyday, the epic and the intimate. ""The narrative drive in each of our shortlisted books is compelling, and on the pages are universal truths with which we can identify. ""The judges are relishing the challenge of alighting on a winner."""
technology-49880018,"Brits' internet use peaks at 21:00 on Wednesdays, ONS says","Peak time for being on the internet in Britain is 21:00 on Wednesdays, the Office for National Statistics (ONS) suggests.","By contrast 04:45 on weekdays is the quietest time, it says. The ONS has started analysing internet traffic volume for the first time, using publicly available data from one of Britain's largest internet exchanges. However, it acknowledges the early results are not conclusive. One expert told the BBC the data used had a significant limitation because it was unlikely to have included box-set streaming. Spotting trends The study made use of data from the London Internet Exchange (Linx), which connects internet service providers and content delivery networks. It operates exchanges in London, Edinburgh, Cardiff and Manchester, but some of the data was extrapolated from the London area alone. Andrew Ferguson from the news website ThinkBroadband told the BBC that while the study had merit, often online box-set viewing will not be included in Linx data as this is delivered in a different way. ""This is not the full story but when combined with other data can reveal trends, rather than absolute figures,"" he said. While the ONS said it was still working on the statistics, it found that internet traffic in the UK increases in winter and decreases in summer. Other insights included that traffic: The ONS made comparisons with other data such as road traffic information - for example, matching an increase in traffic on the M25 motorway around London during the time that internet data traffic was lower, as people commuted home after work. This approach also revealed some interesting behaviours around special events: there was not a significant spike in data flow during online shopping sale cyber- Monday, and during the England v Croatia football World Cup semi-final in 2018 there was more data exchanged during half time and before the extra time at the end of the match than there was during game itself. ""Insights on large-scale events such as adverse weather and sports could potentially help to provide measurements of economic impact over time,"" wrote Philip Stubbings, lead data scientist at the ONS Data Science Campus."
uk-england-hampshire-34925841,Spending Review: Ordnance Survey 'private investment' plan,"The future ownership of Ordnance Survey, the government mapping agency, is in doubt following the chancellor's Spending Review.","The government wants to ""develop options to bring private capital into the Ordnance Survey before 2020"". The agency forms part of the Treasury's plans to generate £5bn through ""corporate and financial asset sales"". It has not been revealed whether the plan could involve a share offer or another means of investment. Ordnance Survey (OS), which changed from being a government department to a government-owned company (GovCo) in April, employs 1,200 people at its Southampton headquarters. Air traffic control A company spokesman said: ""The decision to explore options of private capital investment into OS has been taken by government. ""Ordnance Survey will work with the shareholder executive to ensure continued success in Great Britain and long-term growth of the organisation."" The company said the announcement would not have any impact on staff and any future changes would involve full staff engagement. Up to £4.6bn of assets have been identified through the Spending Review. The government will also ""explore the sale"" of its 49% shareholding in NATS - the national air traffic control service, which is based in Hampshire. NATS became a Public Private Partnership (PPP) in 2001 and is now 42% owned by a consortium of airlines. Heathrow Airport Holdings owns 4% and 5% is held by an employee share trust. A NATS spokesperson said: ""Any potential change in its stake in the company is a matter for government and other shareholders. ""NATS has delivered significant operational improvement and good financial results since the PPP."" The government said any sale of assets was subject to a value for money assessment. Analysis: Peter Henley, BBC South political correspondent Has a tax credit U-turn weakened or strengthened the chancellor? There's a mixture of relief and frustration amongst Conservative MPs from the South who are telling me he'd boxed himself in, left with no option but to abandon plans most of them supported. But he can rightly claim he was rescued by growth in the economy. With new enterprise zones in Dorset, Hampshire and the Thames Valley, he is backing further growth, not least in new house building. He's plotted a course to sell off mapmaker Ordnance Survey and a share of British air traffic control - both big employers in the South. And he's telling councils they can keep the cash from selling assets they own - from shops to farms to golf courses, as well as offering them a way to fund social care with a council tax rise."
uk-england-cambridgeshire-48512187,Binmen to trial high-visibility shorts in Cambridgeshire,"Refuse collectors will be showing off their legs this summer, trialling high-visibility shorts for the first time across parts of Cambridgeshire.","Several councils are to allow their workers to wear the new uniform after staff requested cooler clothing following last summer's heatwave. The trial has been agreed after ""extensive preparation"" and assessment of the risk of bare legs being cut on broken glass, one council said. A few UK councils already allow shorts. Refuse loaders from South Cambridgeshire, Cambridge City and Huntingdonshire councils donned their shorts for the first time on Monday and will be allowed to wear the knee-length attire until October. Crew member Gordon Cullum said working in last summer's high temperatures had proved ""very challenging"". ""This has definitely lifted our spirits - it's already feeling a lot cooler for us when we're wearing shorts rather than trousers,"" he said. 'Risk of shorts' Rosy Moore, Cambridge City Council's executive councillor for climate change, environment and city centre, said: ""The Greater Cambridge shared waste service has more than 150 frontline bin collection staff, with each crew emptying up to 1,300 bins during a typical day."" Each crew member walks the equivalent of about 12 miles (19km) during their shift, a South Cambridgeshire District Council spokesman said. Huntingdonshire has about 80 staff which collect an average of 23,000 bins a day. The trial will be ""carefully monitored"" and the ""risk of wearing shorts while emptying bins has been evaluated as part of this process"". ""Residents can play their part by keeping glass inside their recycling bin only and not in additional clear sacks,"" he said. The spokesman said he was aware of two other councils in the Midlands which currently allow refuse workers to wear shorts, as well as one in Wales and one in Scotland. The wearing of shorts has proved controversial in the past for rubbish collectors. In 2005 binmen in Dunfermline threatened industrial action when they were told they could not wear shorts in hot weather."
uk-wales-55393559,Gareth Bale-backed Christmas hampers to be delivered,A thousand hampers are being delivered to help support families this Christmas in a campaign backed by sports stars including Gareth Bale.,"Tottenham and Wales winger Bale made a £15,000 donation to the ""Everyone Deserves a Christmas 2020"" campaign in the Swansea Bay area. Ospreys rugby players and Swansea City footballers are among the 100 people who also volunteered to help. Swansea East MP Carolyn Harris said she was ""overwhelmed"" by the donations. Food and essential items have been donated in the hampers, which will be sent across the area, while Swansea council and bus companies have donated vans and buses to help deliveries. Ex-Swansea City forward Lee Trundle will be handing out signed shirts on the doorsteps, while ex-Wales centre James Hook is signing copies of his children's book for some of the hampers, which are being packed in Swansea's Mecca Bingo. Cherrie Bija from the charity Faith in Families said: ""We've got families with young children that have found themselves in great difficulty. They've been losing their jobs or furloughed. ""Each year when we deliver these hampers we're delivering them to people who struggle throughout the year, but this year it's even harder."" Ms Harris said: ""I've cried because I'm so overwhelmed by how many people have turned up to help and to deliver. Seeing all those companies turning up with their vans to take the deliveries, I really am overcome with emotion. ""There are people who have donated to the hampers in previous years who are receiving hampers this year. ""We're doing 1,000 hampers in one day and with all the food and toys we're handing out, we know we'll be helping people to have some sort of Christmas, because everyone deserves to have a Christmas."""
uk-england-bristol-48842088,Centuries-old building found in Bristol mansion grounds,The remains of a building dating back 400 years have been uncovered during an archaeological dig in the grounds of a mansion house.,"Archaeologists decided to excavate the front lawn at Ashton Court mansion in Bristol after parch marks appeared during the dry summer last year. ""Well-preserved substantial walls"" which have been uncovered are thought to be an old stable block depicted on historical maps and engravings. The dig continues until 18 July. Lead archaeologist Tony Roberts said: ""The walls uncovered so far are some of the best preserved that I have witnessed in a number of years excavating."" He said an ""older, hitherto unknown building"" could be beneath the ground. Mr Roberts said a geophysical survey indicated there were a lot more walls and rooms under the front lawn than just those of the old wing that housed the 18th Century stables. The walls that have been uncovered are about 1.5 ft (0.5m) high, with the floor levels yet to be reached. The excavation is being conducted by archaeologists Archeoscan. Formerly the family home of the Smyths, the Grade I-listed Ashton Court mansion is set in 850 acres of parkland owned by the local authority on the outskirts of Bristol."
uk-england-cumbria-47073731,Bluebird's proposed 2019 Coniston return called off,"Donald Campbell's record-breaking Bluebird will not be returning to the Lake District this summer, it has been announced.","The craft crashed on Coniston Water in 1967, killing pilot Campbell. The Bluebird Event Working Group had planned for the rebuilt hydroplane to run on the lake between 19 and 28 July. However, the group has now said it will not go ahead with the proposed dates ""due to unforeseen circumstances"". It has declined to comment further. The separate Bluebird Project Team, set up to restore the craft, said it and the Lake District National Park Authority (LDNPA) had tried to seek clarification from the group but had ""met with no response whatsoever"". ""Several attempts"" had been made to speak to the group but ""without result"", the project team said. The working group was required to submit a public event plan to the LDNPA. But a LDNPA spokeswoman said: ""Whilst we have been in ongoing discussions and have continued to offer support, we can confirm that we have not received a complete application."" The authority said it ""remained committed to supporting the return of Bluebird at some point in the future"". Bluebird made its return to water last August on Loch Fad, on Scotland's Isle of Bute, after being pieced back together by a team of volunteers in the North East of England. Bill Smith, the engineer who has led the rebuild effort as part of the Bluebird Project, said he had been unable to get further detail about why the plan had been dropped. He added: ""I know a lot of people will be disappointed and I'm sorry they're disappointed. ""There have always been a few options for the location [of Bluebird's next run] and we need to finalise something."" A return to Loch Fad is among the possibilities, Mr Smith said. Bluebird somersaulted on 4 January 1967 during an attempt by Campbell to break his own water speed record. He was killed when the craft hit the lake."
10418681,Newquay pins hope on alcohol rules for exam teenagers,New rules introduced in the Cornish resort of Newquay after the deaths of two teenagers in 2009 face their first real test.,"By Jonathan MorrisBBC News, Plymouth Over the next few weeks thousands of teenagers are expected to make their annual pilgrimage to Newquay, intending to celebrate after exams. For Tracy Earnshaw, who lives a stone's thrown from pubs and bars in the town, their fun has been her nightmare. ""It's quite demoralising knowing we are going to get night after night of broken sleep. ""We will get wing mirrors ripped off cars, cars will get keyed, they will run over the bonnets and roofs of cars."" Door kicked in She said years of rowdiness had been ""destroying"" for and her family. ""It's petty crime, but it just goes on and on. ""I've had my front door kicked in, a brick thrown through my window and I've been flashed at. ""You do wonder what it'll be next."" Newquay has been known as a party venue for years, with about 30 bars and clubs in the town centre. But the deaths of teenagers Paddy Higgins and Andrew Curwell in the space of nine days last summer led to some sober thinking. Both had fallen from cliffs after going to Newquay to celebrate the end of exams. Paddy had reportedly been served sambuca liqueur in a restaurant before his death. But how to curb the antics of thousands of teenagers hell-bent on having a good time? After a demonstration by local people calling for change, police, the local authority, pub and club owners and campsites came up with Newquay Safe. Youth workers at campsites are on hand to offer advice to teenagers who are transported to and from the town by a special bus service so they can attend venues which offer alcohol-free events. Licensed premises have also agreed not to sell alcohol to anyone who looks under 18 without a passport or driving licence. Police will be welcoming teenagers arriving in the town with sniffer-dog searches and any alcohol found on under-age people will be confiscated. Councillors from the area have also been talking to pupils at schools around the country, urging them to ""be responsible and be safe"". But Guy Thomas, Newquay town centre manager, said parents should not be expect the authorities to be chaperones. ""I had an email from a parent last week who had heard on the grapevine that if they sent their 15-year-old daughter to Newquay we would provide an independent policeman for the duration of their visit. ""Clearly that is not something we are going to be doing."" And he said the changes were no guarantee against another death. ""We will never be able to legislate for personal choice or for people who decide to go off and do something completely stupid. ""We can only handle that as it happens, but there are much more stringent measures in place this year. ""Ultimately, the strength we have is we're all working together."" In a test of the new measures nearly four weeks ago, two 15-year-old Bristol girls were sent home from Newquay after being found drunk and unaccompanied. The town is still relatively quiet at the moment, so the real test will come at the height of the holiday season when the town's population of 20,000 swells to 120,000. Paddy Higgins's father, John, said: ""We will only know if they've worked after the season and the years after. ""We have just got to hope they are going to be enough. ""I would not want to stop these young people enjoying themselves. You can't wrap them up in cotton wool. ""I just want to make sure that the people selling alcohol are playing their part."""
uk-scotland-highlands-islands-50464091,Captivity-bred wildcats to be released into wild in Cairngorms,Critically-endangered Scottish wildcats bred in captivity are to be released into the wild for the first time.,"By Kevin KeaneBBC Scotland's environment correspondent Funding has been secured for a six-year project to breed and release up to 60 animals beginning in 2022. Experts have predicted it is ""highly likely"" the species - known as the Highland tiger - will become extinct without the intervention. EU funding worth £3.2m has been secured to develop a reintroduction centre in the Highland Wildlife Park at Kincraig. The cats will be raised away from public view to minimise interaction with humans before their release. Potential release sites are being explored within the Cairngorms National Park. The project is being led by the Royal Zoological Society of Scotland which runs the wildlife park. Helen Senn, head of conservation, said: ""Wildcats are on the brink of extinction in Scotland but it's not too late. ""Using wildcats from the existing captive population, as well as cats from Europe to boost the gene pool, the reintroduction centre will provide a sustainable source of wildcats for years to come."" The Scottish wildcat is the only native member of the cat family still found in the wild in Britain. 'Functionally extinct' For the past few years, conservationists have been focusing on five ""priority areas"" in Scotland. Their main defence has been to trap, neuter, vaccinate and release feral cats in those regions to minimise harm to the wildcat populations. But a study by the International Union for Conservation of Nature declared Scottish wildcats to be ""functionally extinct"" because of hybridisation with feral or domestic cats. It examined DNA from hundreds of dead and living wildcats and found they were part of the same hybrid gene pool as domestic cats. But wildcats have been bred in captivity since the 1970s and they now have a stronger genetic link to their ancestors. To prevent further hybridisation, Martin Gaywood from Scottish Natural Heritage believes it is important cat owners neuter and vaccinate their pets. He added: ""Releasing species into the wild for conservation purposes is very complex and challenging. ""With the first wildcats expected to be released into the wild in 2022, now is the time for a public discussion on domestic and feral cat populations, and how we manage these, and the public will have an important role in helping minimise future hybridisation."" A breeding team at the wildlife park has managed to double the number of wildcats in captivity in the UK to 120 over the last five years. Four are on public display at Kincraig with a further nine living in large enclosures out of view to minimise human interaction. The rest are held in zoos and private collections across the UK. The project will use existing cats to breed another generation which will be the ones selected for release. Each will be fitted with a GPS collar which allows their movements to be monitored for about the first year of their lives."
uk-england-leeds-50236691,Pontefract Hospital staff shortages lead to closures,A birth centre and beds in a stroke unit are to be shut due to staff shortages at Pontefract hospital.,"The Mid Yorkshire Hospitals Trust said it would close the hospital's Friarwood Birth Centre ""on the grounds of safety"" until next October. It is also closing 12 of the 42 beds at the hospital's stroke and rehabilitation unit. MP Yvette Cooper called the midwife unit closure ""an absolute disgrace"". Martin Barkley, the trust's chief executive, said the hospital was struggling to recruit in a ""national shortage of midwives"". ""Nor is it fair to our staff to continue to stretch our midwifery resource so thinly"", he added. The trust would still offer midwifery-led facilities at Pinderfields Hospital in Wakefield and Dewsbury Hospital, it said. It would continue to run antenatal and postnatal clinics at Pontefract and the closure would be reviewed next autumn. 'Absolutely criminal' Ms Cooper, Labour MP for Normanton, Pontefract and Castleford, said: ""It's an absolute disgrace that our midwife-led maternity unit is set to close for nearly a year due to a national shortage of midwives."" The MP said she had already been to see the Health Secretary Matt Hancock ""but he has completely failed to do anything about it"". The temporary reduction for stroke rehabilitation and other post-operative care was because of ""less pressure on the beds"" at Pontefract for these patients, said the trust. John Trickett, Labour MP for Hemsworth, said of the stroke closures: ""It is absolutely criminal that they [NHS staff] are not being given the support they need to properly do their job."" Follow BBC Yorkshire on Facebook, Twitter and Instagram. Send your story ideas to yorkslincs.news@bbc.co.uk."
business-28409604,Netflix profits double to $71m as subscriptions rise,"Online video service Netflix reported profits of $71m (£42m) in the second quarter, more than double compared with the same period a year ago.","The company said revenue from its streaming content service rose nearly 50% to $1.2bn, compared to $837m a year earlier. Netflix said it added 1.69 million users during the period from March to June. The streaming video firm now has 50 million users in over 40 countries. Netflix has sought to upend the television industry by commissioning original content for its streaming-video platform and taking on established brands like HBO. Viewers have reacted positively to shows like House of Cards and Orange is the New Black. Last year, the company's original programming was nominated for 14 Emmy TV awards, winning three, and this year its programming garnered a record 31 nominations. However, the company has recently suffered some setbacks in the US, as it has battled with internet service providers (ISPs) such as Verizon over who must pay for the increasing pressure that streaming video puts on download speeds. Netflix chief executive Reed Hastings has been a vocal opponent of Comcast's proposed $45bn purchase of Time Warner Cable, fearing it would lead to too much consolidation in the industry. In a letter to shareholders announcing the earnings, Mr Hastings wrote, ""Our focus on strong net neutrality, including interconnection, is about preventing large ISPs from holding our joint customers hostage with poor performance to extract payments from us."" Shares in Netflix - which are already up 22% for the year - rose nearly 2% in trading after US stock markets had closed."
uk-england-tees-48474652,Whorlton Hall abuse: Care watchdog launches investigations,The health watchdog is launching a review into how it handled a 2015 report raising concerns about Whorlton Hall hospital.,"Former Care Quality Commission (CQC) inspector Barry Stanley-Wilkinson said he wrote the report four years before BBC Panorama revealed the alleged abuse of patients. The CQC said there would also be a review of its regulation of the County Durham hospital between 2015 and 2019. Ten workers have been arrested. BBC Panorama's undercover filming appeared to show patients with learning difficulties being mocked, intimidated and restrained. The site had at least 100 visits by official agencies in the year before the abuse was discovered. The CQC said it has commissioned David Noble QSO to undertake an independent review into how it dealt with issues raised by Mr Stanley-Wilkinson. It has previously said his draft report raised no concerns about abusive practices. Opportunities 'missed' A second, wider, CQC investigation ""will include recommendations for how its regulation of similar services can be improved, in the context of a raised level of risk of abuse and harm"". Responding to the announcement, Health Secretary Matt Hancock said he had been ""appalled"" by the abuse allegations and was ""determined to ensure lessons are learnt so this never happens again"". He said: ""It is clear that opportunities to intervene were missed and we must be open and transparent in getting to the bottom of why this happened."" Seven men and three women were arrested at addresses in Barnard Castle, Bishop Auckland, Darlington and Stockton last week. They were being questioned about offences relating to abuse and neglect at the privately-run NHS-funded unit, Durham Police said. Cygnet, the firm that runs the 17-bed hospital unit, has said it was ""shocked and deeply saddened"" by the allegations."
uk-politics-20217901,Nadine Dorries suspended as Tory MP in I'm a Celebrity row,Nadine Dorries has been suspended by the Conservative Party over her decision to appear on ITV1's I'm a Celebrity... Get Me Out of Here.,"The Mid-Bedfordshire MP has had the whip withdrawn, a party source said. Ms Dorries will be the first sitting MP to appear on the show, which could see her being away from her job in the Commons for up to a month. The chief whip will meet her when she returns from Australia, when she will be expected to explain herself. The Conservative Party is concerned about Ms Dorries' inability to do parliamentary and constituency business while she is taking part in the programme. Ms Dorries said she wanted to use her appearance on the reality show to raise awareness of issues she is interested in, such as reducing the time limit on abortions from 24 weeks to 20 weeks. 'Heated debates' ""I'm doing the show because 16 million people watch it. Rather than MPs talking to other MPs about issues in Parliament, I think MPs should be going to where people go,"" she told the Daily Mail. ""I'm not going in there to upset people, but I have opinions. There are certain causes that I'm interested in, one of which is '20 Weeks'. ""I will be talking about this issue around the campfire. I hope there will be some lively, heated debates."" But she has come in for criticism over her decision to enter the celebrity jungle, with Home Secretary Theresa May saying: ""Frankly, I think an MP's job is in their constituency and in the House of Commons."" Conservative MP Sarah Wollaston said Ms Dorries should resign, telling the BBC: ""I was horrified, frankly. I think it just makes her look ridiculous and it brings politics into disrepute."" Paul Duckett, chairman of the Mid-Bedforshire Conservative association, said members may consider sacking Ms Dorries over her appearance on the show, adding that he had only learned about Ms Dorries appearance when media arrived in the constituency on Tuesday morning. Mr Duckett said Ms Dorries was a hard-working MP but the appearance might ""detract from the gravitas"" of her role. Prime Minister David Cameron - who has publicly clashed with Ms Dorries in the past - earlier refused to be drawn into the row, saying: ""Nadine Dorries can speak for herself on this issue."" 'Z-list celebrity' Relations between No 10 and Ms Dorries, a former nurse, have been strained since the prime minister made a joke at her expense in the Commons, describing her as ""frustrated"". He subsequently apologised. Ms Dorries grabbed headlines by describing Mr Cameron and Chancellor George Osborne as ""two arrogant posh boys"" who were out of touch with the real world. Former Lib Dem MP Lembit Opik, who took part in I'm a Celebrity in 2010 after losing his seat, told the BBC the Conservative leadership was ""out of touch with the zeitgeist of the nation"". He added: ""I'm outraged by the fact that it thinks she's been wrong to do something that can put politics in touch with the public."" But former Tory MP Louise Mensch, who recently resigned from the Commons for family reasons and who has had a well-publicised spat with Ms Dorries over her decision, tweeted: ""Nothing sadder than a politician, or ex-politician, on any of those shows."" Labour MP Steve McCabe said: ""David Cameron was too weak to stop Nadine Dorries appearing on a reality TV show. ""But even after dithering over what to do all day, by suspending her he's acted more quickly over an MP who called him an 'arrogant posh boy' than he ever did over a chief whip who swore at a police officer."" In February 2010, Ms Dorries took part in the Channel 4 documentary series Tower Block of Commons, in which MPs moved in with benefit claimants on a deprived council estate. George Galloway, the only other sitting MP to have taken part in a reality game show that took him away from the Commons, when he spent three weeks on Celebrity Big Brother in 2006, also faced criticism that he was neglecting his constituents."
uk-scotland-glasgow-west-20945002,Families hope exhumation will answer Moira Anderson mystery,Three families are hoping the exhumation of a burial plot in North Lanarkshire can lay to rest a 55-year-old mystery over a missing schoolgirl.,"Moira Anderson's relatives believe the 11-year-old was murdered and her body hidden at Old Monkland Cemetery. The family of Sinclair Upton, who was buried there in 1957, have consented to their plot being excavated. For relatives of Alexander Gartshore, the search may confirm whether the child rapist committed another heinous crime. Moira's tortured family have not known what happened to her since she left her family home in Coatbridge on 23 February 1957. The 11-year-old, who was five weeks short of her 12th birthday, was running an errand for her family to a nearby Co-op store when she vanished during a blizzard. She was last seen on board a bus driven by Gartshore, who was jailed later that year for raping a 17-year-old babysitter. Despite decades of appeals, the schoolgirl was never traced. The case remained cold until 1999, when child abuser James Gallogley named his former friend Gartshore as the murderer. Gallogley was said to have made the confession to another inmate while he was dying in Peterhead Prison. Father accused After Gartshore's death in 2006, his daughter Sandra Brown, a former friend of Moira, published a book in which she accused her late father of the schoolgirl's murder. She said she believed Gartshore had initially buried the child's body in a ditch but later moved it to an open grave at Old Monkland Cemetery. Mrs Brown, who later received an OBE for services to child protection and set up the Moira Anderson Foundation, believes her friend's body lies in the burial plot of Sinclair Upton, a former acquaintance of Gartshore. The paedophile is later said to have remarked that Mr Sinclair ""done him a favour"". In 2007, a radar scan of the burial plot found anomalies in the soil that would be consistent with another body being buried there. Mrs Brown and Moira's sister, Janet Hart, who lives in Australia, then launched a petition to get Mr Upton's grave exhumed. The case finally took a decisive turn in 2012 when Scotland's top law officer, Lord Advocate Frank Mulholland, told police to re-open it as a murder inquiry. In December last year, a sheriff granted a request from Moira's relatives to open the grave. With the exhumation now under way, the families of Mr Upton and Gartshore - and above all, that of Moira Anderson - will be hoping for answers."
uk-scotland-19416059,Man injured in Dalbeattie Forest mountain bike crash,A cyclist from Wales has been airlifted to hospital after suffering serious injuries in a mountain bike crash in Scotland.,"The 40-year-old man was in a group of three riders in the Dalbeattie Forest, near Dumfries, when he came off his bike near the end of a trail. He was airlifted to Dumfries and Galloway Royal Infirmary with head, back and possible spinal injuries. It is not known at present where in Wales the man is from. The three men were riding the Dalbeattie Forest mountain bike trail, one of the 7stanes centres in south Scotland. The injured man's two friends managed to call the emergency services using their mobile phones, but because of the remoteness of the area the ambulance was unable to get to the scene. Paramedics had to walk to the victim, and he was given pain killing injections as they waited for the Sea King rescue helicopter. A Dumfries and Galloway Police spokesman said: ""The man fell off his mountain bike and suffered head and back injuries. ""Because the ambulance was unable to get to the scene it was decided to call in the rescue helicopter."""
uk-44307037,"What is contempt of court, and why is Tommy Robinson guilty of it?","Former English Defence League leader Tommy Robinson has been sentenced to nine months in prison after being found guilty of ""contempt of court"". What does that mean?","By Clive ColemanLegal correspondent, BBC News What is contempt of court? Contempt of court laws exist to ensure people get fair trials. The idea is that juries must not be influenced by anything but the evidence they hear in court. The rules apply to everyone from journalists to people posting comments on social media, and even jurors. If someone interferes with a trial, the defendants can walk free and a new trial might have to be held. The maximum sentence for contempt of court is two years in prison, but it can also be punished with an unlimited fine. The law is set out in the 1981 Contempt of Court Act. Contempt includes publishing anything that creates a substantial risk of seriously prejudicing ""active"" criminal proceedings. Proceedings become ""active"" when a suspect is arrested. Someone could also be in contempt by actions including taking photographs or film, recording what is said in court or talking to a jury member about a case. Why was Tommy Robinson found guilty of contempt? Tommy Robinson, also known as Stephen Yaxley-Lennon, committed contempt of court by broadcasting footage of defendants accused of sexual exploitation. The hour-long broadcast, outside Leeds Crown Court in May 2018, was seen by thousands of people. Lawyers for the Attorney General said reporting restrictions had been put in place. These postponed the publication of any details of the case until the end of a series of linked trials, involving 29 defendants. This was to stop the juries in those cases being influenced. They also said the manner in which Robinson filmed the defendants at court was a problem. The aggressive confrontation could have influenced those on bail not to co-operate with the trial. Judge Dame Victoria Sharp said when explaining the decision, that Mr Robinson encouraged ""vigilante action"" in his Facebook Live. She also said that the video could have ""seriously impeded"" justice over a sexual grooming gang's trial. Robinson was originally jailed for 13 months for the offence in May 2018. But the Court of Appeal said his case hadn't been handled fairly. Then, the Attorney General Geoffrey Cox - the government's top legal adviser - announced that new proceedings could be brought against him. What other famous cases have there been? In 2011, the Sun and the Daily Mail were found guilty of contempt for pictures they published during a murder trial. They had shown the defendant holding a gun, which risked prejudicing the jury. The following year, the Daily Mail and the Daily Mirror were found guilty of contempt, following serial killer Levi Bellfield's conviction for the murder of schoolgirl Milly Dowler. Their articles were part of an ""avalanche"" of bad character information about Bellfield, the hearing was told. The Daily Mirror article detailed his violent treatment and sexual abuse of former partners, including Jo Collings. However, the jury still had to consider its verdict on an attempted abduction charge relating to another victim. The coverage was considered prejudicial and the jury had to be discharged, denying the victim and her family the chance of justice. Bellfield was already in jail for the murders of Amelie Delagrange and Marsha McDonnell and the attempted murder of Kate Sheedy. Does it apply on social media? Yes, discussions about court cases still need to stay inside the jury room. In 2011, in the first case of its kind, juror Joanne Fraill was punished for contacting defendant Jamie Sewart via Facebook - causing a £6m drugs trial to collapse. Fraill was jailed for eight months for contempt for both contacting Sewart and searching online about the case. Sewart had already been cleared but other defendants were still on trial, so proceedings were compromised. Social media users have been warned about commenting on court proceedings, and breaching restrictions put in place. Actress Tina Malone, for example, was given a suspended prison sentence for breaching an injunction protecting the identity of Jon Venables - one of James Bulger's killers. She shared a Facebook message which was said to include an image and Venables' new name. What else counts as contempt of court? Intimidation: Juries must be able to give verdicts without being subject to abuse or intimidation. Carrying out research: In 2012, juror and university lecturer Theodora Dallas was jailed for six months for carrying out her own research about defendant Barry Medlock, who was on trial for causing grievous bodily harm. Taking or posting photos: In 2016, Damian Parker-Stokes was jailed for 15 months for taking photographs in court as his friend Ryan Sheppard was being jailed for murder. Parker-Stokes posted one image on Sheppard's Facebook page with the words: ""Respect g at least u had the balls to admit it ..."" The then Lord Chief Justice Lord Thomas, said people who used Facebook to ""mock the administration of justice"" and ""cause considerable concern"" to a victim's family, ""must be deterred by the most severe sentences""."
uk-england-coventry-warwickshire-51592312,Officer 'could not avoid' Bedworth mobility scooter crash,"A police officer answering an emergency call ""could not have avoided"" a fatal collision with a mobility scooter, a watchdog found.","Jessie Whitehead was struck by a marked Warwickshire Police car in Bedworth on 23 January 2019. The Independent Office for Police Investigation (IOPC) found the vehicle was travelling at an ""appropriate speed"" for the call. An inquest jury returned a conclusion of misadventure into the death. A narrative, given alongside the verdict following the five-day hearing at Warwickshire Justice Centre, said Ms Whitehead, 74, who had been crossing Coventry Road, ""entered the road carriageway of her own volition, solely in control of her scooter"". Died in hospital ""Several witnesses gave evidence and confirmed that they heard sirens and saw flashing lights from the police car in question,"" it said. Police officers gave first aid at the scene prior to the arrival of paramedics but Ms Whitehead died in hospital, the IOPC said. Its investigation found the police car was travelling at appropriate speed for the response, around 65 mph on the 50 mph limit carriageway before the officer braked, immediately before the collision, on seeing the scooter enter the road. It said the police car had been responding to a report of an oil leak from a broken-down crane on a road near Nuneaton, causing a dangerous hazard at a bend. IOPC regional director, Derrick Campbell, said: ""I again send my sympathies to the family and friends of Jessie Whitehead and everyone affected by this terribly sad event. ""The officer was suitably trained and qualified and sadly, despite efforts to brake, could not have avoided the tragic collision."" Follow BBC West Midlands on Facebook, on Twitter, and sign up for local news updates direct to your phone."
